transaction_id,merchant_id,category,amount_normalized,raw_amount
tx-000001237,merchant-01393,colmado,0.5083,12707.51
tx-000001238,merchant-00800,restaurante,0.182774,4569.34
tx-000001239,merchant-02119,colmado,0.129688,3242.21
tx-000001240,merchant-01500,servicios,0.763392,19084.81
tx-000001241,merchant-01821,servicios,0.655126,16378.14
tx-000001242,merchant-02516,transporte,0.224881,5622.03
tx-000001243,merchant-02715,servicios,0.788514,19712.86
tx-000001244,merchant-02409,restaurante,0.262038,6550.95
tx-000001245,merchant-03855,alimentos,0.851512,21287.79
tx-000001246,merchant-04781,otros,0.86666,21666.51
tx-000001247,merchant-00584,restaurante,0.944412,23610.31
tx-000001248,merchant-04100,ferreteria,0.889647,22241.18
tx-000001249,merchant-03127,colmado,0.867763,21694.07
tx-000001250,merchant-00443,farmacia,0.299759,7493.98
tx-000001251,merchant-01641,servicios,0.13909,3477.26
tx-000001252,merchant-04665,restaurante,0.410374,10259.34
tx-000001253,merchant-01478,ferreteria,0.144938,3623.44
tx-000001254,merchant-01449,servicios,0.488606,12215.14
tx-000001255,merchant-00039,restaurante,0.63523,15880.75
tx-000001256,merchant-01382,otros,0.274981,6874.52
tx-000001257,merchant-04011,ferreteria,0.764955,19123.87
tx-000001258,merchant-03553,transporte,0.131147,3278.68
tx-000001259,merchant-03911,transporte,0.404587,10114.67
tx-000001260,merchant-04373,ropa,0.00666,166.49
tx-000001261,merchant-00116,servicios,0.731198,18279.94
tx-000001262,merchant-04351,ropa,0.757334,18933.35
tx-000001263,merchant-00034,ropa,0.01988,497.01
tx-000001264,merchant-02821,electronica,0.227813,5695.33
tx-000001265,merchant-03143,colmado,0.130673,3266.82
tx-000001266,merchant-01369,ferreteria,0.589493,14737.33
tx-000001267,merchant-02443,electronica,0.824196,20604.9
tx-000001268,merchant-04263,otros,0.457014,11425.36
tx-000001269,merchant-03553,farmacia,0.52507,13126.74
tx-000001270,merchant-04016,servicios,0.344047,8601.18
tx-000001271,merchant-01351,transporte,0.750615,18765.38
tx-000001272,merchant-01838,farmacia,0.021086,527.16
tx-000001273,merchant-00180,otros,0.212768,5319.2
tx-000001274,merchant-01009,servicios,0.505624,12640.61
tx-000001275,merchant-00307,transporte,0.711688,17792.2
tx-000001276,merchant-02096,colmado,0.876791,21919.78
tx-000001277,merchant-04866,alimentos,0.623888,15597.21
tx-000001278,merchant-00162,alimentos,0.662646,16566.15
tx-000001279,merchant-03415,restaurante,0.69037,17259.26
tx-000001280,merchant-04484,electronica,0.381493,9537.33
tx-000001281,merchant-01255,ropa,0.475448,11886.19
tx-000001282,merchant-00077,electronica,0.695802,17395.04
tx-000001283,merchant-00828,colmado,0.42203,10550.74
tx-000001284,merchant-04962,farmacia,0.271437,6785.93
tx-000001285,merchant-00860,colmado,0.419988,10499.7
tx-000001286,merchant-00965,electronica,0.719329,17983.22
tx-000001287,merchant-00871,restaurante,0.115784,2894.61
tx-000001288,merchant-01637,electronica,0.200249,5006.23
tx-000001289,merchant-01653,servicios,0.831836,20795.9
tx-000001290,merchant-02420,farmacia,0.70403,17600.75
tx-000001291,merchant-04067,ropa,0.041327,1033.17
tx-000001292,merchant-03938,servicios,0.688828,17220.69
tx-000001293,merchant-00105,ferreteria,0.236036,5900.91
tx-000001294,merchant-04704,restaurante,0.907066,22676.66
tx-000001295,merchant-00738,colmado,0.150846,3771.16
tx-000001296,merchant-00830,electronica,0.076898,1922.45
tx-000001297,merchant-03742,electronica,0.645048,16126.2
tx-000001298,merchant-00411,ferreteria,0.265597,6639.92
tx-000001299,merchant-00324,electronica,0.813552,20338.8
tx-000001300,merchant-02562,transporte,0.361494,9037.36
tx-000001301,merchant-00779,alimentos,0.739063,18476.58
tx-000001302,merchant-01134,farmacia,0.011653,291.32
tx-000001303,merchant-03586,otros,0.330004,8250.09
tx-000001304,merchant-00762,servicios,0.269773,6744.32
tx-000001305,merchant-01499,ferreteria,0.815334,20383.36
tx-000001306,merchant-03740,electronica,0.401976,10049.4
tx-000001307,merchant-03918,transporte,0.836037,20900.92
tx-000001308,merchant-01367,ferreteria,0.649549,16238.72
tx-000001309,merchant-00481,farmacia,0.134246,3356.16
tx-000001310,merchant-04840,restaurante,0.105506,2637.64
tx-000001311,merchant-03590,farmacia,0.80266,20066.51
tx-000001312,merchant-02938,otros,0.6121,15302.51
tx-000001313,merchant-01071,restaurante,0.030758,768.96
tx-000001314,merchant-00926,transporte,0.920557,23013.93
tx-000001315,merchant-00519,electronica,0.441806,11045.16
tx-000001316,merchant-00102,colmado,0.655664,16391.59
tx-000001317,merchant-04724,otros,0.767994,19199.84
tx-000001318,merchant-02772,colmado,0.225537,5638.42
tx-000001319,merchant-00781,transporte,0.524057,13101.42
tx-000001320,merchant-02037,restaurante,0.66239,16559.75
tx-000001321,merchant-03153,farmacia,0.347058,8676.45
tx-000001322,merchant-04574,otros,0.839355,20983.87
tx-000001323,merchant-01286,colmado,0.056457,1411.42
tx-000001324,merchant-04062,farmacia,0.849148,21228.7
tx-000001325,merchant-04028,servicios,0.076716,1917.89
tx-000001326,merchant-02279,alimentos,0.24241,6060.25
tx-000001327,merchant-04510,transporte,0.507916,12697.89
tx-000001328,merchant-01926,ferreteria,0.40447,10111.76
tx-000001329,merchant-04695,restaurante,0.460176,11504.41
tx-000001330,merchant-04084,restaurante,0.089844,2246.1
tx-000001331,merchant-04075,alimentos,0.31743,7935.74
tx-000001332,merchant-03378,alimentos,0.104438,2610.95
tx-000001333,merchant-00002,ferreteria,0.558017,13950.42
tx-000001334,merchant-02496,colmado,0.7922,19804.99
tx-000001335,merchant-03738,servicios,0.563208,14080.2
tx-000001336,merchant-00445,ropa,0.364616,9115.39
tx-000001337,merchant-02720,colmado,0.844629,21115.72
tx-000001338,merchant-04915,restaurante,0.767882,19197.04
tx-000001339,merchant-02977,restaurante,0.717225,17930.62
tx-000001340,merchant-01817,alimentos,0.115795,2894.88
tx-000001341,merchant-02392,colmado,0.342674,8566.86
tx-000001342,merchant-00871,alimentos,0.522941,13073.53
tx-000001343,merchant-04034,farmacia,0.897083,22427.08
tx-000001344,merchant-03353,ferreteria,0.822195,20554.87
tx-000001345,merchant-01605,ropa,0.255781,6394.52
tx-000001346,merchant-03219,ropa,0.122504,3062.61
tx-000001347,merchant-01562,servicios,0.458132,11453.3
tx-000001348,merchant-03396,alimentos,0.10955,2738.76
tx-000001349,merchant-04824,ferreteria,0.926773,23169.33
tx-000001350,merchant-03691,restaurante,0.772601,19315.02
tx-000001351,merchant-04131,farmacia,0.65914,16478.49
tx-000001352,merchant-00036,colmado,0.963927,24098.18
tx-000001353,merchant-04533,transporte,0.736742,18418.54
tx-000001354,merchant-03957,colmado,0.839138,20978.46
tx-000001355,merchant-01452,otros,0.781519,19537.98
tx-000001356,merchant-01052,ferreteria,0.175303,4382.57
tx-000001357,merchant-04920,otros,0.388631,9715.77
tx-000001358,merchant-04130,transporte,0.88293,22073.26
tx-000001359,merchant-04989,ropa,0.419828,10495.69
tx-000001360,merchant-02809,electronica,0.275049,6876.22
tx-000001361,merchant-01093,farmacia,0.45394,11348.5
tx-000001362,merchant-04197,electronica,0.41392,10348.0
tx-000001363,merchant-04488,servicios,0.843388,21084.71
tx-000001364,merchant-04535,ropa,0.712451,17811.27
tx-000001365,merchant-02381,servicios,0.202487,5062.18
tx-000001366,merchant-01087,farmacia,0.921349,23033.73
tx-000001367,merchant-02641,ferreteria,0.504886,12622.14
tx-000001368,merchant-04607,restaurante,0.761254,19031.34
tx-000001369,merchant-03420,colmado,0.583641,14591.02
tx-000001370,merchant-03461,alimentos,0.287356,7183.9
tx-000001371,merchant-00208,transporte,0.523684,13092.11
tx-000001372,merchant-00464,ropa,0.147036,3675.9
tx-000001373,merchant-01319,electronica,0.268444,6711.11
tx-000001374,merchant-01200,alimentos,0.684024,17100.59
tx-000001375,merchant-02418,ropa,0.691214,17280.34
tx-000001376,merchant-00265,servicios,0.754087,18852.17
tx-000001377,merchant-00840,otros,0.814398,20359.95
tx-000001378,merchant-04603,ropa,0.868299,21707.48
tx-000001379,merchant-04598,transporte,0.742928,18573.2
tx-000001380,merchant-02357,alimentos,0.23912,5978.01
tx-000001381,merchant-03175,transporte,0.926632,23165.8
tx-000001382,merchant-02562,colmado,0.956788,23919.71
tx-000001383,merchant-02059,ropa,0.055694,1392.36
tx-000001384,merchant-03630,ropa,0.62132,15533.01
tx-000001385,merchant-03013,otros,0.911664,22791.59
tx-000001386,merchant-04943,ropa,0.547522,13688.05
tx-000001387,merchant-01586,electronica,0.776594,19414.86
tx-000001388,merchant-00611,farmacia,0.449917,11247.93
tx-000001389,merchant-04210,ferreteria,0.96255,24063.76
tx-000001390,merchant-03511,electronica,0.378444,9461.1
tx-000001391,merchant-01066,farmacia,0.557486,13937.14
tx-000001392,merchant-02090,alimentos,0.584818,14620.45
tx-000001393,merchant-01269,alimentos,0.331902,8297.54
tx-000001394,merchant-02643,otros,0.155396,3884.9
tx-000001395,merchant-02468,restaurante,0.052754,1318.84
tx-000001396,merchant-04507,servicios,0.790328,19758.21
tx-000001397,merchant-02604,colmado,0.074735,1868.38
tx-000001398,merchant-01507,colmado,0.221522,5538.05
tx-000001399,merchant-04139,farmacia,0.07004,1751.0
tx-000001400,merchant-04400,transporte,0.417099,10427.48
tx-000001401,merchant-01813,ropa,0.093762,2344.04
tx-000001402,merchant-02713,servicios,0.664008,16600.2
tx-000001403,merchant-04346,restaurante,0.294987,7374.68
tx-000001404,merchant-00073,ferreteria,0.996638,24915.95
tx-000001405,merchant-03651,ropa,0.6696,16740.01
tx-000001406,merchant-01998,alimentos,0.904688,22617.19
tx-000001407,merchant-02630,transporte,0.683186,17079.66
tx-000001408,merchant-00929,transporte,0.9161,22902.51
tx-000001409,merchant-02317,alimentos,0.258077,6451.93
tx-000001410,merchant-03072,colmado,0.911513,22787.83
tx-000001411,merchant-03651,restaurante,0.803211,20080.28
tx-000001412,merchant-01578,servicios,0.045764,1144.1
tx-000001413,merchant-00787,farmacia,0.514867,12871.67
tx-000001414,merchant-04408,colmado,0.971686,24292.14
tx-000001415,merchant-00537,ropa,0.009316,232.9
tx-000001416,merchant-01747,transporte,0.670994,16774.86
tx-000001417,merchant-01685,colmado,0.835994,20899.84
tx-000001418,merchant-03566,ferreteria,0.829091,20727.28
tx-000001419,merchant-01260,alimentos,0.747397,18684.93
tx-000001420,merchant-02718,alimentos,0.460307,11507.67
tx-000001421,merchant-00445,farmacia,0.089346,2233.65
tx-000001422,merchant-04572,ferreteria,0.794626,19865.66
tx-000001423,merchant-01865,electronica,0.575812,14395.31
tx-000001424,merchant-03696,transporte,0.408818,10220.44
tx-000001425,merchant-00139,transporte,0.434159,10853.97
tx-000001426,merchant-04382,alimentos,0.673952,16848.8
tx-000001427,merchant-00519,otros,0.64214,16053.5
tx-000001428,merchant-00595,servicios,0.047426,1185.65
tx-000001429,merchant-00870,electronica,0.928192,23204.79
tx-000001430,merchant-02469,otros,0.787318,19682.95
tx-000001431,merchant-03586,transporte,0.088332,2208.31
tx-000001432,merchant-00253,restaurante,0.396323,9908.08
tx-000001433,merchant-01802,farmacia,0.158011,3950.27
tx-000001434,merchant-04471,electronica,0.74726,18681.51
tx-000001435,merchant-01181,electronica,0.960214,24005.35
tx-000001436,merchant-03057,alimentos,0.677934,16948.36
tx-000001437,merchant-04548,farmacia,0.554417,13860.43
tx-000001438,merchant-00042,otros,0.124989,3124.72
tx-000001439,merchant-04401,colmado,0.597462,14936.54
tx-000001440,merchant-02497,ropa,0.947086,23677.14
tx-000001441,merchant-02817,ropa,0.7488,18720.0
tx-000001442,merchant-04199,farmacia,0.413829,10345.73
tx-000001443,merchant-01809,otros,0.162632,4065.81
tx-000001444,merchant-01592,ferreteria,0.835079,20876.97
tx-000001445,merchant-04648,alimentos,0.182995,4574.88
tx-000001446,merchant-04497,restaurante,0.851685,21292.12
tx-000001447,merchant-00600,electronica,0.645385,16134.63
tx-000001448,merchant-02054,ferreteria,0.672342,16808.55
tx-000001449,merchant-04757,restaurante,0.199023,4975.57
tx-000001450,merchant-02926,farmacia,0.951637,23790.92
tx-000001451,merchant-01922,ferreteria,0.671953,16798.82
tx-000001452,merchant-00572,ropa,0.286567,7164.17
tx-000001453,merchant-03692,servicios,0.31915,7978.76
tx-000001454,merchant-02505,otros,0.61711,15427.74
tx-000001455,merchant-04644,servicios,0.15409,3852.25
tx-000001456,merchant-03509,farmacia,0.808084,20202.11
tx-000001457,merchant-02017,ropa,0.006822,170.56
tx-000001458,merchant-03573,electronica,0.712775,17819.37
tx-000001459,merchant-01101,servicios,0.84043,21010.75
tx-000001460,merchant-03792,restaurante,0.87813,21953.25
tx-000001461,merchant-02503,restaurante,0.360024,9000.6
tx-000001462,merchant-01440,otros,0.552568,13814.21
tx-000001463,merchant-02299,farmacia,0.08381,2095.24
tx-000001464,merchant-01610,electronica,0.891514,22287.86
tx-000001465,merchant-00627,ferreteria,0.734078,18351.94
tx-000001466,merchant-04155,alimentos,0.892321,22308.02
tx-000001467,merchant-04743,transporte,0.813017,20325.43
tx-000001468,merchant-01743,alimentos,0.769662,19241.55
tx-000001469,merchant-04453,colmado,0.552491,13812.27
tx-000001470,merchant-01218,servicios,0.47316,11828.99
tx-000001471,merchant-04831,electronica,0.393713,9842.83
tx-000001472,merchant-04106,colmado,0.135614,3390.34
tx-000001473,merchant-02981,colmado,0.092373,2309.32
tx-000001474,merchant-01957,otros,0.01257,314.26
tx-000001475,merchant-04212,farmacia,0.684793,17119.83
tx-000001476,merchant-01468,otros,0.447328,11183.2
tx-000001477,merchant-01198,restaurante,0.948814,23720.36
tx-000001478,merchant-00332,ropa,0.939297,23482.42
tx-000001479,merchant-01899,ferreteria,0.76195,19048.74
tx-000001480,merchant-01918,alimentos,0.265828,6645.71
tx-000001481,merchant-04243,servicios,0.669248,16731.21
tx-000001482,merchant-03725,alimentos,0.389317,9732.92
tx-000001483,merchant-02655,ferreteria,0.041825,1045.62
tx-000001484,merchant-04272,electronica,0.704329,17608.22
tx-000001485,merchant-02158,otros,0.835202,20880.06
tx-000001486,merchant-01425,transporte,0.545261,13631.53
tx-000001487,merchant-02993,otros,0.654368,16359.2
tx-000001488,merchant-00638,colmado,0.65403,16350.75
tx-000001489,merchant-01826,colmado,0.253083,6327.08
tx-000001490,merchant-02827,restaurante,0.40703,10175.76
tx-000001491,merchant-04950,alimentos,0.793072,19826.8
tx-000001492,merchant-01139,restaurante,0.502833,12570.83
tx-000001493,merchant-00632,colmado,0.167275,4181.87
tx-000001494,merchant-01733,farmacia,0.64419,16104.75
tx-000001495,merchant-02968,otros,0.188532,4713.3
tx-000001496,merchant-00970,ropa,0.717868,17946.7
tx-000001497,merchant-02706,ferreteria,0.415784,10394.61
tx-000001498,merchant-03923,restaurante,0.482554,12063.84
tx-000001499,merchant-01321,transporte,0.212282,5307.06
tx-000001500,merchant-00354,farmacia,0.024401,610.03
tx-000001501,merchant-01320,farmacia,0.57434,14358.49
tx-000001502,merchant-00322,otros,0.630281,15757.03
tx-000001503,merchant-01363,electronica,0.148571,3714.28
tx-000001504,merchant-04233,transporte,0.922602,23065.05
tx-000001505,merchant-04618,alimentos,0.600159,15003.97
tx-000001506,merchant-02323,ferreteria,0.878752,21968.8
tx-000001507,merchant-04969,restaurante,0.21816,5454.01
tx-000001508,merchant-01398,ropa,0.867568,21689.19
tx-000001509,merchant-04923,farmacia,0.830703,20767.57
tx-000001510,merchant-01490,otros,0.795027,19875.67
tx-000001511,merchant-02167,farmacia,0.66033,16508.24
tx-000001512,merchant-02808,restaurante,0.724738,18118.46
tx-000001513,merchant-00564,ropa,0.59734,14933.51
tx-000001514,merchant-01084,ferreteria,0.379455,9486.37
tx-000001515,merchant-04283,colmado,0.01853,463.24
tx-000001516,merchant-01226,otros,0.684999,17124.98
tx-000001517,merchant-03899,otros,0.098106,2452.65
tx-000001518,merchant-04354,colmado,0.600614,15015.35
tx-000001519,merchant-00764,restaurante,0.752878,18821.96
tx-000001520,merchant-04944,colmado,0.660074,16501.85
tx-000001521,merchant-03535,colmado,0.827867,20696.67
tx-000001522,merchant-00356,colmado,0.421843,10546.07
tx-000001523,merchant-03950,transporte,0.430098,10752.46
tx-000001524,merchant-04720,ferreteria,0.351817,8795.42
tx-000001525,merchant-02086,restaurante,0.426638,10665.96
tx-000001526,merchant-00687,electronica,0.766327,19158.18
tx-000001527,merchant-04455,transporte,0.599096,14977.39
tx-000001528,merchant-00045,alimentos,0.259289,6482.23
tx-000001529,merchant-00966,colmado,0.578831,14470.78
tx-000001530,merchant-01683,servicios,0.00918,229.49
tx-000001531,merchant-00874,farmacia,0.410027,10250.68
tx-000001532,merchant-04796,electronica,0.42722,10680.49
tx-000001533,merchant-04392,transporte,0.26278,6569.51
tx-000001534,merchant-02258,transporte,0.565541,14138.52
tx-000001535,merchant-03386,colmado,0.755462,18886.55
tx-000001536,merchant-03953,farmacia,0.784221,19605.52
tx-000001537,merchant-04546,restaurante,0.371472,9286.81
tx-000001538,merchant-02513,otros,0.25527,6381.75
tx-000001539,merchant-03262,farmacia,0.345668,8641.69
tx-000001540,merchant-00976,ropa,0.855289,21382.22
tx-000001541,merchant-01326,ferreteria,0.447702,11192.54
tx-000001542,merchant-03282,servicios,0.216029,5400.73
tx-000001543,merchant-00427,farmacia,0.801252,20031.3
tx-000001544,merchant-00044,ferreteria,0.390326,9758.14
tx-000001545,merchant-03864,otros,0.823609,20590.22
tx-000001546,merchant-00525,electronica,0.436507,10912.67
tx-000001547,merchant-00656,otros,0.223327,5583.17
tx-000001548,merchant-03149,transporte,0.03968,992.0
tx-000001549,merchant-04269,electronica,0.614738,15368.44
tx-000001550,merchant-04895,alimentos,0.712183,17804.57
tx-000001551,merchant-01436,restaurante,0.945824,23645.61
tx-000001552,merchant-01653,colmado,0.440094,11002.35
tx-000001553,merchant-00276,otros,0.287434,7185.86
tx-000001554,merchant-01898,otros,0.511527,12788.17
tx-000001555,merchant-00296,servicios,0.171144,4278.6
tx-000001556,merchant-00003,farmacia,0.240778,6019.45
tx-000001557,merchant-02261,transporte,0.088669,2216.73
tx-000001558,merchant-03238,transporte,0.354422,8860.54
tx-000001559,merchant-04242,alimentos,0.586908,14672.7
tx-000001560,merchant-00563,ferreteria,0.737452,18436.29
tx-000001561,merchant-04581,otros,0.550494,13762.34
tx-000001562,merchant-02266,ropa,0.349399,8734.98
tx-000001563,merchant-01594,restaurante,0.607151,15178.77
tx-000001564,merchant-04710,alimentos,0.929854,23246.36
tx-000001565,merchant-03336,colmado,0.262585,6564.63
tx-000001566,merchant-00593,colmado,0.108252,2706.3
tx-000001567,merchant-00959,colmado,0.295663,7391.58
tx-000001568,merchant-04407,otros,0.956796,23919.9
tx-000001569,merchant-03628,transporte,0.251641,6291.03
tx-000001570,merchant-01993,servicios,0.564042,14101.06
tx-000001571,merchant-03759,restaurante,0.961316,24032.91
tx-000001572,merchant-00225,restaurante,0.896731,22418.27
tx-000001573,merchant-00554,transporte,0.118036,2950.89
tx-000001574,merchant-01806,ropa,0.634394,15859.86
tx-000001575,merchant-03379,servicios,0.800561,20014.03
tx-000001576,merchant-00080,electronica,0.517471,12936.78
tx-000001577,merchant-00762,transporte,0.249761,6244.03
tx-000001578,merchant-02802,ferreteria,0.67435,16858.76
tx-000001579,merchant-01463,restaurante,0.555442,13886.06
tx-000001580,merchant-01791,otros,0.315245,7881.13
tx-000001581,merchant-01558,restaurante,0.270538,6763.44
tx-000001582,merchant-01924,ropa,0.737638,18440.95
tx-000001583,merchant-01694,ropa,0.872997,21824.93
tx-000001584,merchant-02046,otros,0.204361,5109.03
tx-000001585,merchant-00874,ferreteria,0.357315,8932.88
tx-000001586,merchant-04036,otros,0.920348,23008.69
tx-000001587,merchant-04436,alimentos,0.00861,215.26
tx-000001588,merchant-03041,otros,0.848314,21207.86
tx-000001589,merchant-04707,electronica,0.316786,7919.65
tx-000001590,merchant-04188,electronica,0.491824,12295.59
tx-000001591,merchant-04725,farmacia,0.399084,9977.09
tx-000001592,merchant-03467,restaurante,0.05604,1401.0
tx-000001593,merchant-00267,colmado,0.939775,23494.38
tx-000001594,merchant-01432,restaurante,0.348594,8714.86
tx-000001595,merchant-04246,restaurante,0.976554,24413.85
tx-000001596,merchant-00069,alimentos,0.31702,7925.5
tx-000001597,merchant-03109,otros,0.674755,16868.87
tx-000001598,merchant-02963,otros,0.102546,2563.66
tx-000001599,merchant-01534,colmado,0.862118,21552.96
tx-000001600,merchant-02207,restaurante,0.264323,6608.08
tx-000001601,merchant-02811,servicios,0.95861,23965.24
tx-000001602,merchant-03473,ropa,0.185546,4638.65
tx-000001603,merchant-03050,servicios,0.420255,10506.37
tx-000001604,merchant-02291,restaurante,0.854618,21365.44
tx-000001605,merchant-01075,otros,0.18153,4538.24
tx-000001606,merchant-00819,electronica,0.68664,17166.0
tx-000001607,merchant-04550,transporte,0.80448,20111.99
tx-000001608,merchant-01607,farmacia,0.856596,21414.9
tx-000001609,merchant-01226,restaurante,0.800437,20010.93
tx-000001610,merchant-01447,transporte,0.806057,20151.43
tx-000001611,merchant-04236,colmado,0.500599,12514.97
tx-000001612,merchant-03987,electronica,0.721119,18027.98
tx-000001613,merchant-04652,alimentos,0.252472,6311.8
tx-000001614,merchant-01339,alimentos,0.399605,9990.13
tx-000001615,merchant-02084,restaurante,0.217036,5425.91
tx-000001616,merchant-00789,restaurante,0.839294,20982.34
tx-000001617,merchant-02129,servicios,0.745104,18627.6
tx-000001618,merchant-04567,electronica,0.361586,9039.65
tx-000001619,merchant-03374,ferreteria,0.345452,8636.3
tx-000001620,merchant-04961,ropa,0.352388,8809.71
tx-000001621,merchant-04411,farmacia,0.5777,14442.5
tx-000001622,merchant-02332,servicios,0.979414,24485.36
tx-000001623,merchant-04182,restaurante,0.32644,8161.0
tx-000001624,merchant-03662,ferreteria,0.775195,19379.87
tx-000001625,merchant-02348,restaurante,0.382309,9557.72
tx-000001626,merchant-01187,farmacia,0.632449,15811.22
tx-000001627,merchant-02764,transporte,0.6413,16032.49
tx-000001628,merchant-04683,transporte,0.632011,15800.27
tx-000001629,merchant-00585,ferreteria,0.849203,21230.07
tx-000001630,merchant-01870,servicios,0.163676,4091.89
tx-000001631,merchant-02387,electronica,0.318244,7956.11
tx-000001632,merchant-03240,electronica,0.606174,15154.36
tx-000001633,merchant-02976,otros,0.887916,22197.91
tx-000001634,merchant-03689,transporte,0.521894,13047.35
tx-000001635,merchant-00190,farmacia,0.168984,4224.59
tx-000001636,merchant-02062,ferreteria,0.728317,18207.92
tx-000001637,merchant-03253,ferreteria,0.21215,5303.76
tx-000001638,merchant-03877,colmado,0.097363,2434.07
tx-000001639,merchant-03253,colmado,0.055718,1392.94
tx-000001640,merchant-00682,ferreteria,0.765466,19136.66
tx-000001641,merchant-01273,ferreteria,0.263927,6598.18
tx-000001642,merchant-03194,electronica,0.655523,16388.08
tx-000001643,merchant-02328,restaurante,0.230897,5772.43
tx-000001644,merchant-01076,colmado,0.627228,15680.69
tx-000001645,merchant-00235,alimentos,0.838841,20971.02
tx-000001646,merchant-02665,restaurante,0.664222,16605.55
tx-000001647,merchant-04429,electronica,0.468259,11706.48
tx-000001648,merchant-01107,colmado,0.549448,13736.2
tx-000001649,merchant-04896,restaurante,0.178682,4467.06
tx-000001650,merchant-04621,transporte,0.631786,15794.64
tx-000001651,merchant-04373,electronica,0.524413,13110.32
tx-000001652,merchant-03946,colmado,0.909105,22727.63
tx-000001653,merchant-00734,restaurante,0.228674,5716.85
tx-000001654,merchant-03377,electronica,0.309252,7731.31
tx-000001655,merchant-00087,alimentos,0.157406,3935.15
tx-000001656,merchant-01117,servicios,0.52427,13106.74
tx-000001657,merchant-04384,alimentos,0.288189,7204.72
tx-000001658,merchant-04030,restaurante,0.688394,17209.86
tx-000001659,merchant-03527,electronica,0.301011,7525.28
tx-000001660,merchant-00060,colmado,0.59781,14945.24
tx-000001661,merchant-03373,colmado,0.374896,9372.41
tx-000001662,merchant-02048,farmacia,0.438232,10955.8
tx-000001663,merchant-03193,transporte,0.715508,17887.7
tx-000001664,merchant-00649,transporte,0.222151,5553.78
tx-000001665,merchant-04233,otros,0.626072,15651.81
tx-000001666,merchant-02228,electronica,0.80796,20198.99
tx-000001667,merchant-04358,electronica,0.64916,16229.0
tx-000001668,merchant-00561,farmacia,0.414078,10351.95
tx-000001669,merchant-00905,restaurante,0.138351,3458.77
tx-000001670,merchant-02230,otros,0.618494,15462.35
tx-000001671,merchant-02627,alimentos,0.493012,12325.3
tx-000001672,merchant-04383,alimentos,0.153845,3846.13
tx-000001673,merchant-00838,electronica,0.187566,4689.14
tx-000001674,merchant-03592,alimentos,0.270657,6766.42
tx-000001675,merchant-01235,alimentos,0.234345,5858.62
tx-000001676,merchant-02801,transporte,0.494592,12364.81
tx-000001677,merchant-04083,servicios,0.312954,7823.84
tx-000001678,merchant-00260,servicios,0.464757,11618.93
tx-000001679,merchant-01197,alimentos,0.082063,2051.57
tx-000001680,merchant-03215,ferreteria,0.26797,6699.26
tx-000001681,merchant-01488,ropa,0.544106,13602.64
tx-000001682,merchant-02049,transporte,0.895908,22397.69
tx-000001683,merchant-01000,ropa,0.828596,20714.89
tx-000001684,merchant-03629,ropa,0.386028,9650.71
tx-000001685,merchant-00275,ropa,0.738144,18453.59
tx-000001686,merchant-00770,colmado,0.461913,11547.82
tx-000001687,merchant-01708,restaurante,0.666676,16666.9
tx-000001688,merchant-02557,servicios,0.390345,9758.62
tx-000001689,merchant-00346,colmado,0.160294,4007.36
tx-000001690,merchant-02076,restaurante,0.521884,13047.11
tx-000001691,merchant-01628,servicios,0.639243,15981.07
tx-000001692,merchant-01785,ferreteria,0.887744,22193.61
tx-000001693,merchant-03557,servicios,0.237494,5937.35
tx-000001694,merchant-02262,otros,0.017038,425.94
tx-000001695,merchant-01992,alimentos,0.12141,3035.26
tx-000001696,merchant-04761,restaurante,0.968897,24222.43
tx-000001697,merchant-01270,servicios,0.68903,17225.74
tx-000001698,merchant-02038,farmacia,0.771256,19281.39
tx-000001699,merchant-02773,alimentos,0.500919,12522.98
tx-000001700,merchant-01261,colmado,0.061656,1541.39
tx-000001701,merchant-01031,restaurante,0.791883,19797.08
tx-000001702,merchant-04575,servicios,0.234209,5855.23
tx-000001703,merchant-03594,ropa,0.805914,20147.86
tx-000001704,merchant-03095,servicios,0.02331,582.75
tx-000001705,merchant-02054,alimentos,0.72495,18123.76
tx-000001706,merchant-03585,colmado,0.486332,12158.29
tx-000001707,merchant-04015,ropa,0.296125,7403.13
tx-000001708,merchant-04454,servicios,0.567568,14189.21
tx-000001709,merchant-03838,electronica,0.325034,8125.84
tx-000001710,merchant-04905,colmado,0.867926,21698.16
tx-000001711,merchant-04352,farmacia,0.162023,4050.57
tx-000001712,merchant-02158,colmado,0.450486,11262.14
tx-000001713,merchant-00006,colmado,0.368378,9209.46
tx-000001714,merchant-01520,alimentos,0.380286,9507.14
tx-000001715,merchant-02983,otros,0.620495,15512.38
tx-000001716,merchant-00519,colmado,0.240309,6007.72
tx-000001717,merchant-01556,colmado,0.819412,20485.29
tx-000001718,merchant-04518,farmacia,0.683858,17096.44
tx-000001719,merchant-02643,transporte,0.613813,15345.33
tx-000001720,merchant-00905,ferreteria,0.641622,16040.55
tx-000001721,merchant-00547,alimentos,0.524154,13103.85
tx-000001722,merchant-01064,farmacia,0.835523,20888.07
tx-000001723,merchant-01656,ferreteria,0.873746,21843.64
tx-000001724,merchant-00809,alimentos,0.4864,12159.99
tx-000001725,merchant-03184,restaurante,0.57187,14296.75
tx-000001726,merchant-04836,electronica,0.52677,13169.24
tx-000001727,merchant-01809,otros,0.050988,1274.69
tx-000001728,merchant-00108,ropa,0.71841,17960.24
